src_ip,dst_ip,src_port,dst_port,protocol,protocol_name,packet_count,total_bytes,flow_duration,packet_rate,byte_rate,avg_pkt_size,std_pkt_size,min_pkt_size,max_pkt_size,avg_iat,std_iat,burstiness,entropy,is_outbound,suspicious_port,start_time,end_time,label,attack_type
192.168.207.54,230.47.252.162,57650,3306,6,TCP,38,1934,115.81437222674181,0.32811126347603436,16.699136409543435,50.89473684210526,170.395352937057,40.0,1500.0,3.047746637545837,1.6697890463586602,0.645747507846926,5.082040151377905,0,0,1703784721.8974192,1700361514.9977126,benign,benign
192.168.58.137,216.44.133.152,62422,22,6,TCP,219,71487,11.516818394652914,19.015668433365107,6207.183056145987,326.4246575342466,234.3476606820614,40.0,1500.0,0.0525882118477302,0.7237782897554261,0.44826333312909494,4.976948228492679,1,0,1709512198.8697078,1705612180.281206,benign,benign
192.168.45.240,133.179.101.76,57122,25,6,TCP,138,111204,21.313810807876518,6.474675094188323,5217.462095464625,805.8260869565217,91.95583019063189,40.0,1500.0,0.1544479044049023,1.0858349862449823,0.8372340693025738,4.970753130996981,1,0,1702473908.789118,1703478825.897935,benign,benign
192.168.88.7,240.194.12.9,57836,993,6,TCP,14,113822,0.19851038768231538,70.52527660368482,573380.5738274724,8130.142857142857,177.56586113651542,40.0,1500.0,0.01417931340587967,1.3988507487835413,0.9942284401969247,4.265819797179865,0,0,1706318576.73409,1703223879.5315104,benign,benign
192.168.221.12,55.119.207.118,59619,22,6,TCP,436,138865,3.389602832181902,128.62863927905823,40967.926590565185,318.4977064220183,237.43587280706396,40.0,1500.0,0.007774318422435555,1.408714474478952,0.8833553569813218,4.5463904743552295,0,0,1709259085.8012168,1702871873.5482547,benign,benign
192.168.224.201,73.62.121.131,57836,443,6,TCP,917,843185,14502.647456909872,0.06322983460258423,58.140074252322776,919.5038167938932,40.498172621267145,40.0,200.0,15.815318927927887,9.337511261866862,3.461401735203122,7.917445152434254,1,1,1708669799.2531333,1701252002.4420466,suspicious,slow_exfil
192.168.199.122,243.68.165.59,54127,443,6,TCP,27532,45954863,2804.373046302311,9.81752411160211,16386.858039658277,1669.1436510242627,459.3177458523188,40.0,1500.0,0.10185867522527645,0.007462401646414081,1.1722307161181682,7.981559427725998,1,1,1704209143.1491199,1703407396.8190875,exfiltration,https_upload
192.168.120.221,111.24.83.199,57699,443,6,TCP,474,197630,90.78280069679998,5.221253325099367,2176.9542080999745,416.9409282700422,135.03377757092335,40.0,1500.0,0.1915248959848101,1.1967375922015087,1.3573681127015322,4.7011583734630555,1,0,1700787432.8988292,1703846890.586771,benign,benign
192.168.99.225,111.64.212.163,61730,3306,6,TCP,294,15969,40.17263441469047,7.318414743855809,397.5094049137191,54.316326530612244,285.92220800853283,40.0,1500.0,0.13664161365540978,0.38006022730068706,1.1135135974245531,4.102852888651207,0,0,1705500641.0926592,1709787079.0527737,benign,benign
192.168.211.25,231.165.135.201,58754,993,6,TCP,280,63118,64.39844507259897,4.347931067036551,980.1168324614752,225.42142857142858,157.94822505635244,40.0,1500.0,0.2299944466878535,0.07301378876569667,0.7959269265292372,3.4859798536279043,0,0,1703426881.8037784,1706491038.5891829,benign,benign
192.168.104.54,19.224.206.173,49441,8080,6,TCP,2,105185,51.2255058337561,0.03904305028222989,2053.3716219681755,52592.5,147.88067552662804,40.0,1500.0,25.61275291687805,0.86548845552083,0.43199959591279824,4.844682692447205,1,0,1705448403.6120746,1705931656.5735807,benign,benign
192.168.84.210,17.29.45.54,51591,587,6,TCP,497,173676,58.82337727406048,8.449021852051388,2952.499636170778,349.4486921529175,18.095508070605042,40.0,1500.0,0.11835689592366294,1.4447023937875225,0.555664364206553,4.88041446226581,1,0,1705122437.7052562,1703234483.8570056,benign,benign
192.168.25.233,94.227.108.89,54673,5432,6,TCP,190,159263,9.468580756114862,20.06636526570225,16820.15542795546,838.2263157894737,145.00618413697765,40.0,1500.0,0.04983463555849928,1.2874553563072493,0.8575948294667002,5.2906747821784785,0,0,1704912886.519438,1704606135.6982923,benign,benign
192.168.107.116,126.175.75.152,53141,5432,6,TCP,172,54656,9.117101930312966,18.865644073598254,5994.887456317361,317.7674418604651,29.426611143759253,40.0,1500.0,0.05300640657158701,0.6998462262033533,1.4796917760858186,5.297927281986439,1,0,1701822853.489906,1701273342.3512564,benign,benign
192.168.189.59,233.239.26.164,64547,80,6,TCP,276,178114,7.065538928241482,39.062837640991205,25208.834288360533,645.3405797101449,29.609802212495545,40.0,1500.0,0.025599778725512615,0.9486383756397029,1.2763514288789364,5.940199529826655,1,0,1700182310.7298899,1700249484.0763364,benign,benign
192.168.204.87,189.89.36.203,61435,993,6,TCP,456,161597,80.76197970699893,5.646221175537658,2000.9043932091206,354.3793859649123,265.6519919127031,40.0,1500.0,0.17710960462061168,1.80056470163979,0.26322608547370674,4.055314431855367,0,0,1701099365.2276804,1704784011.6585224,benign,benign
192.168.229.126,200.103.109.29,57324,443,6,TCP,1394,634443,46979.08701555898,0.029672777581614598,13.50479628924843,455.12410329985653,34.60280243238658,40.0,200.0,33.700923253629114,18.385122291146857,1.6294127264918807,7.899230328756898,1,1,1706115001.6634517,1708538182.3029351,suspicious,slow_exfil
192.168.11.167,126.112.227.22,62994,9001,6,TCP,2655,218207,156.338625675805,16.982367527686975,1395.7331341295637,82.18719397363465,167.4942226483901,40.0,1500.0,0.058884604774314495,0.045033902670488415,1.39246690713885,7.956734234309638,1,1,1703773426.3524804,1705941043.2343686,exfiltration,covert_high_entropy
192.168.240.205,245.59.223.66,51137,443,6,TCP,411,194695,77.69792238980533,5.289716730622992,2505.7941578312493,473.71046228710463,283.4678648981924,40.0,1500.0,0.18904603987787183,0.491577727686209,0.8134614397401926,6.46913052203502,0,0,1703498892.9506342,1703612743.6305857,benign,benign
192.168.122.83,199.142.190.60,62793,53,17,UDP,50,2551,24.42787823982187,2.0468417072134795,104.42986390203173,51.02,29.93074739351758,60.0,512.0,0.48855756479643736,0.04129938066477124,3.8853801375874264,7.933773627807218,1,1,1707212484.5271826,1702183205.2562447,exfiltration,dns_tunneling
192.168.107.42,241.92.11.113,64988,22,6,TCP,375,77237,78.24122599499215,4.7928696825890995,987.1650017976914,205.96533333333332,271.22223353587435,40.0,1500.0,0.20864326931997906,1.101200649663049,1.0469153793643098,4.743673237034101,1,0,1700771896.254394,1709544673.8560314,benign,benign
192.168.39.75,20.63.146.50,63188,443,6,TCP,271,875503,13832.993017611216,0.01959084340279659,63.29093052279935,3230.638376383764,15.948474426533144,40.0,200.0,51.04425467753216,43.478296991168015,4.417018479440825,7.900775883762869,1,1,1701263982.6903675,1707986720.2330866,suspicious,slow_exfil
192.168.232.19,162.15.57.116,53542,8443,6,TCP,279,371498,147.33916586137278,1.8935901962584962,2521.3798234037235,1331.5340501792114,316.0010610962578,40.0,1500.0,0.5280973686787555,0.017381776088259415,1.4254341493940994,7.964218074369522,1,1,1709250766.0628986,1707314287.327812,exfiltration,covert_high_entropy
192.168.83.153,7.58.52.74,61548,22,6,TCP,193,83757,40.68753879493946,4.743467059354412,2058.541816012163,433.9740932642487,297.3348320098254,40.0,1500.0,0.2108162631862148,1.8571238239396008,0.8059070977528761,3.3140594720943795,1,0,1703145815.6903584,1707739403.5842245,benign,benign
192.168.213.16,119.94.138.65,60040,22,6,TCP,469,175278,64.46534607273496,7.2752265918317836,2718.949182437295,373.727078891258,67.11826735980762,40.0,1500.0,0.13745276348131122,0.5245308527549062,0.9777332766051762,4.03903969927595,0,0,1703881538.3457806,1703453876.131781,benign,benign
192.168.134.121,55.53.193.52,62150,22,6,TCP,410,138515,26.701225632827043,15.355100385202448,5187.5895850154075,337.8414634146341,235.15729440102294,40.0,1500.0,0.06512494056787084,0.285633462051552,0.8714486184557841,3.142129215858566,1,0,1709914862.9679508,1706540707.9273417,benign,benign
192.168.197.205,197.3.190.224,61912,53,17,UDP,39,5819,15.833123495625196,2.463190539174154,367.5206601911386,149.2051282051282,7.226792792449203,60.0,512.0,0.4059775255288512,0.16543608989519257,3.033816257682941,7.966777144824813,1,1,1703907651.2511644,1700348429.1353045,exfiltration,dns_tunneling
192.168.120.34,104.118.48.115,60199,8080,6,TCP,342,178795,37.32978685242164,9.161584590666205,4789.606774526796,522.7923976608187,213.8973288705394,40.0,1500.0,0.10915142354509252,0.8402099104941566,0.22460520356706887,4.061893435667398,0,0,1708520596.223137,1704251030.1123347,benign,benign
192.168.218.111,124.144.136.163,56906,8443,6,TCP,4750,1495413,805.3467703803695,5.8980803980334455,1856.856021529345,314.8237894736842,221.5367807749031,40.0,1500.0,0.16954668850113044,0.049881666527508035,2.165063082829982,7.962974080528368,1,1,1705797144.1543336,1708075831.3117926,exfiltration,covert_high_entropy
192.168.177.114,73.241.167.111,62456,5432,6,TCP,142,127104,76.36801931645464,1.859417086772656,1664.361615472899,895.0985915492957,261.9546674137539,40.0,1500.0,0.5378029529327791,0.6889684758655957,1.0744126057079435,3.886279185866317,1,0,1706604985.0378258,1707712136.1782947,benign,benign
192.168.76.27,191.11.82.194,59032,53,17,UDP,25,2847,23.045134427006495,1.0848276923350295,123.54017760311316,113.88,20.290502022942967,60.0,512.0,0.9218053770802598,0.15930027616310158,2.315867292018954,7.921708851666665,1,1,1701580732.7496438,1702298413.4809856,exfiltration,dns_tunneling
192.168.230.70,86.102.16.127,52172,53,17,UDP,30,5453,23.455111633777936,1.2790388921789102,232.4866359683866,181.76666666666668,23.10226036876775,60.0,512.0,0.7818370544592645,0.12417518165671763,3.3331545170841896,7.9662596156823655,1,1,1708316042.0654345,1709100870.8190925,exfiltration,dns_tunneling
192.168.135.19,73.45.186.9,52467,25,6,TCP,326,97952,96.52897543536982,3.377224284518286,1014.7419420771016,300.46625766871165,211.49145735736448,40.0,1500.0,0.2961011516422387,1.7215774175834622,0.2849439722221615,5.215211702436672,1,0,1700950957.4822993,1707257182.7591038,benign,benign
192.168.152.37,112.1.129.113,54987,25,6,TCP,205,178098,41.41194285544066,4.950262795339179,4300.643430850328,868.770731707317,228.82227892101156,40.0,1500.0,0.20200947734361296,1.0074612269123122,0.8128955847382574,4.489150575768596,0,0,1700308367.5731242,1708092759.059139,benign,benign
192.168.225.99,93.186.105.184,50631,5432,6,TCP,400,6400,76.49813948176093,5.228885339039781,83.6621654246365,16.0,276.96806633759024,40.0,1500.0,0.19124534870440232,1.5585744056180133,1.312892496934389,6.29467825456163,0,0,1703625910.0079846,1708412559.9786694,benign,benign
192.168.41.102,173.87.71.73,58479,3306,6,TCP,11,183863,93.31813627611552,0.11787633614383933,1970.2815265831573,16714.81818181818,79.67503633683167,40.0,1500.0,8.48346693419232,1.892684539308533,1.304238218888834,5.095584524698508,0,0,1705288144.9095035,1705006375.17155,benign,benign
192.168.199.99,253.12.223.174,53803,993,6,TCP,152,2615,110.21384304291135,1.3791371011427245,23.726602101896216,17.20394736842105,252.7000081016721,40.0,1500.0,0.7250910726507326,0.21373264421089436,1.498746622663934,3.3870594384863866,0,0,1706501250.155588,1700904507.5158644,benign,benign
192.168.81.145,147.98.104.3,59010,587,6,TCP,444,186267,47.361640279128366,9.374675314943955,3932.8663218213187,419.52027027027026,281.2605971742835,40.0,1500.0,0.10667036098902785,0.9358128729965663,0.3754390530508839,5.130593951143863,0,0,1703941069.825931,1701311128.0823796,benign,benign
192.168.169.164,230.99.130.46,54968,993,6,TCP,473,50949,78.23896190050992,6.045581236129837,651.1972904853681,107.71458773784356,195.7087528761229,40.0,1500.0,0.1654100674429385,1.0927328473085258,0.27362774143385366,4.6801084979917595,0,0,1703133254.1109447,1708468349.7336779,benign,benign
192.168.153.37,117.168.58.137,59143,443,6,TCP,27735,43823128,1388.3394883256924,19.977102310507508,31565.1383314392,1580.065909500631,473.9574138364505,40.0,1500.0,0.05005730983687371,0.0014871402142312149,1.107579553959327,7.979586564303948,1,1,1703038539.7055614,1703971724.1411817,exfiltration,https_upload
192.168.113.27,244.181.40.79,59675,443,6,TCP,1562,1176604,40406.526232718476,0.03865712164920522,29.11915746539146,753.2676056338029,36.38410333779787,40.0,200.0,25.868454694442047,56.765221318601185,3.1973782411512452,7.899422605588893,1,1,1706666462.718214,1707388784.0411835,suspicious,slow_exfil
192.168.46.220,134.196.209.27,50775,25,6,TCP,485,86406,119.35897468873874,4.06337270628179,723.917076410277,178.15670103092785,275.3728440581944,40.0,1500.0,0.24610097873966752,0.27725617889156434,0.6477166109439643,5.776752394286385,0,0,1706099110.1155593,1702119077.5660248,benign,benign
192.168.100.203,97.13.230.60,50821,993,6,TCP,329,22034,103.85613120119899,3.16784378731221,212.1588754092317,66.9726443768997,258.8563383411987,40.0,1500.0,0.3156721313106352,0.009995749754378586,0.8204810789628897,5.588010139667785,1,0,1706772873.993644,1700296173.672519,benign,benign
192.168.241.125,104.87.197.127,55121,25,6,TCP,232,59326,41.00735042266861,5.657522312676701,1446.7162444907672,255.7155172413793,267.1171599670546,40.0,1500.0,0.17675582078736468,0.48690220765395076,0.14388277839316543,3.885002454516771,0,0,1705082534.5773513,1709330583.544019,benign,benign
192.168.184.149,210.52.56.205,60566,993,6,TCP,341,104295,30.682772998851075,11.113728215268184,3399.138663376526,305.85043988269797,237.189910891853,40.0,1500.0,0.08997880644824362,0.3787025551739153,0.4331810826856438,3.7573984714844295,0,0,1700859989.7163496,1701907634.3543646,benign,benign
192.168.99.173,245.102.238.210,51376,443,6,TCP,44474,3258826,1319.1010195035324,33.715385965465025,2470.490092734913,73.27485721994873,257.893707737225,40.0,1500.0,0.02966004900624033,0.00016664647575937407,0.3745286236140898,7.979889168924412,1,1,1707076627.7261612,1702734378.3889527,exfiltration,https_upload
192.168.220.196,106.215.233.220,49226,5432,6,TCP,255,15697,14.198509731826451,17.95963131457442,1105.5385597838224,61.55686274509804,120.72266772165608,40.0,1500.0,0.05568043032088805,1.2931263198532628,1.3863138633541887,3.695754541773345,0,0,1702390150.3104177,1706003434.5093393,benign,benign
192.168.12.100,66.221.140.126,61414,4444,6,TCP,1767,1687724,885.6786340543941,1.9950803057212276,1905.571541535401,955.1352574985851,323.57087137239927,40.0,1500.0,0.5012329564540997,0.02655058475204112,1.9956028730368423,7.964432731985969,1,1,1701264639.3714437,1704857579.2863855,exfiltration,covert_high_entropy
192.168.144.7,33.45.168.38,51349,587,6,TCP,414,183807,36.894918005124225,11.221057597756438,4981.905637369125,443.9782608695652,236.77393006978852,40.0,1500.0,0.08911815943266721,0.5442373429530972,1.245918750203725,3.8125198621380276,0,0,1703688425.9264297,1707505736.8093224,benign,benign
192.168.232.13,247.178.62.105,60998,25,6,TCP,86,44762,31.269483449051936,2.7502852786206624,1431.4915074606756,520.4883720930233,176.43195513583234,40.0,1500.0,0.36359864475641784,1.3940432290000724,1.0015411252528534,4.081393398432606,0,0,1709055470.4843545,1705634708.6107082,benign,benign
192.168.34.157,171.142.173.155,50365,5432,6,TCP,305,89164,74.82932889343309,4.075941940283342,1191.5648759456521,292.34098360655736,139.58326430010425,40.0,1500.0,0.24534206194568225,0.8186612289594137,0.2213960771004788,5.427391643553518,1,0,1704409626.3179803,1707429082.336729,benign,benign
192.168.156.162,171.39.48.218,49249,443,6,TCP,187,194146,81.39619443539519,2.297404704201784,2385.1975064275916,1038.2139037433155,291.35587225824486,40.0,1500.0,0.43527376703419884,0.054943109046790325,0.5784487073890793,3.5875325205554587,1,0,1703703745.3715854,1703812141.9146342,benign,benign
192.168.124.149,123.61.193.186,49571,31337,6,TCP,3473,1362652,727.7250776456062,4.772406650099409,1872.4818504380248,392.35588828102505,301.3262638142363,40.0,1500.0,0.2095378858754985,0.013276739528364036,1.0558840994168803,7.966926884227044,1,1,1702494774.3111012,1703033627.8267574,exfiltration,covert_high_entropy
192.168.163.203,159.240.136.7,59083,443,6,TCP,329,69186,86.42872132002962,3.806604968523989,800.4977852653517,210.29179331306992,39.34607635846638,40.0,1500.0,0.2627012806079928,0.5470399249103145,0.8383596929213836,5.765851043863023,1,0,1706790515.56288,1700904159.3995857,benign,benign
192.168.19.152,231.111.147.75,53835,443,6,TCP,332,103711,87.74701587945012,3.7836044527840476,1181.9319319358024,312.38253012048193,284.6394261971356,40.0,1500.0,0.26429824060075335,0.8336912891962441,0.7942903855284402,5.164181440609686,0,0,1703757667.547931,1709878774.5704632,benign,benign
192.168.219.71,90.239.61.176,51161,993,6,TCP,180,71164,99.41006195221084,1.8106819014611515,715.8631490865633,395.35555555555555,197.47032238338912,40.0,1500.0,0.5522781219567269,0.6923961754478352,0.41553766268686776,3.61349882833514,1,0,1707483179.3090358,1707737633.9773817,benign,benign
192.168.190.164,143.18.139.125,57987,443,6,TCP,18048,2426037,368.9193469142357,48.921261926107924,6576.0633598974455,134.42137632978722,396.7928898069492,40.0,1500.0,0.02044100991324444,0.004449298623209442,0.8312562372298313,7.984471866203247,1,1,1701102363.6658657,1709764839.2276218,exfiltration,https_upload
192.168.115.154,222.61.8.39,51711,443,6,TCP,12465,34317614,269.18510733624436,46.306425059502736,127487.04540007557,2753.117849979944,168.06274652345797,40.0,1500.0,0.021595275357901674,0.005637225389053929,1.0579415021022438,7.98264836271245,1,1,1708213269.2487473,1701193629.0001996,exfiltration,https_upload
192.168.15.222,153.12.158.111,49924,5432,6,TCP,266,149395,62.468368798709115,4.258155048951699,2391.5303516471395,561.6353383458646,119.74740624746715,40.0,1500.0,0.23484349172447036,1.2260897078412942,1.0193529180543068,3.1798308718243695,0,0,1704207322.8359687,1705482606.0310693,benign,benign
192.168.1.246,134.113.167.140,55458,587,6,TCP,26,178277,23.061785767662865,1.1274061888328304,7730.40742794425,6856.807692307692,10.930230298703362,40.0,1500.0,0.8869917602947256,1.3481084176608666,0.1760075228470776,4.764736055876032,0,0,1700226539.8770795,1705304762.0606484,benign,benign
192.168.246.161,196.213.2.28,59450,22,6,TCP,247,163708,59.847590693512956,4.127150268503173,2735.4150451664673,662.7854251012146,199.27661324272728,40.0,1500.0,0.24229793803041683,1.5076587126919248,1.3963473079285755,3.64631389987531,0,0,1707321439.858395,1702537919.8222291,benign,benign
192.168.35.89,2.4.48.176,62495,443,6,TCP,223,80865,12.584735995625678,17.719879072354992,6425.641350609804,362.62331838565024,111.9072865990251,40.0,1500.0,0.0564337937023573,0.6704684794772152,0.8165617212299304,3.778151246548479,0,0,1708597997.220946,1701493910.2397585,benign,benign
192.168.37.87,193.182.33.224,59599,53,17,UDP,21,7211,10.260255048612628,2.046732746944685,702.8090399151489,343.3809523809524,16.47749212954438,60.0,512.0,0.48858357374345845,0.2878334530712543,1.5231329457623042,7.975281214550983,1,1,1709317336.7206554,1706899837.0026453,exfiltration,dns_tunneling
192.168.103.31,172.221.49.109,58865,443,6,TCP,329,487833,62030.79566439703,0.005303817184289829,7.8643679284609735,1482.775075987842,39.549776351447456,40.0,200.0,188.54345186746818,25.251635662010944,3.7557705977517433,7.904704444162442,1,1,1701172552.6364427,1705792164.329234,suspicious,slow_exfil
192.168.48.195,56.133.176.173,62070,443,6,TCP,43691,26854034,2795.9043872594293,15.626786165898295,9604.775514631445,614.6353711290654,52.577787134177136,40.0,1500.0,0.06399268470072622,0.007119037702666984,0.31432141632184996,7.9806718226295486,1,1,1709773222.1446762,1707841191.0558324,exfiltration,https_upload
192.168.42.29,195.198.117.37,61352,443,6,TCP,1140,352173,16121.941214735512,0.07071108775400048,21.84432974349966,308.9236842105263,24.163289897412433,40.0,200.0,14.142053697136415,6.253718349651779,1.2879819029992983,7.897163591688562,1,1,1708838075.7347105,1708812163.0494905,suspicious,slow_exfil
192.168.105.146,64.243.143.143,52520,3306,6,TCP,390,149654,75.19458475735568,5.186543702029678,1990.223105598845,383.7282051282051,276.05261349022743,40.0,1500.0,0.1928066275829633,1.0196257900056611,0.42737639315687237,5.196558710615401,0,0,1700903196.0349107,1704340232.7448118,benign,benign
192.168.132.186,154.221.200.58,53044,1337,6,TCP,2407,3544438,41.78534176364106,57.60393234582607,84824.91348399462,1472.55421686747,258.4155138093739,40.0,1500.0,0.017359925950827193,0.07052175033258486,2.909618905451625,7.964576141652857,1,1,1708211752.2093656,1704984185.1580408,exfiltration,covert_high_entropy
192.168.149.78,234.108.231.63,60446,31337,6,TCP,1729,4478786,498.302920066939,3.469776977762315,8988.078976937055,2590.3909774436092,150.93863530435343,40.0,1500.0,0.2882029612879925,0.04600630028380474,2.512138948762689,7.960702313629494,1,1,1700239697.1002176,1708289929.970884,exfiltration,covert_high_entropy
192.168.131.240,163.213.234.190,57329,443,6,TCP,606,1141983,74145.46458836681,0.008173122973391948,15.401926555318576,1884.460396039604,32.17819521092936,40.0,200.0,122.35225179598484,26.995616195832767,4.180970332594548,7.901440911407782,1,1,1708468994.5740228,1702323552.4757605,suspicious,slow_exfil
192.168.224.60,22.178.228.163,53784,443,6,TCP,883,1668940,16999.429074546766,0.05194292091386265,98.17623831255031,1890.079275198188,46.18957922536474,40.0,200.0,19.251901556678103,36.43728756493613,2.1840308805821316,7.925034975804456,1,1,1703868499.3227017,1704941392.2432384,suspicious,slow_exfil
192.168.145.47,221.8.228.22,57408,9001,6,TCP,1249,2650358,432.89350942824285,2.8852361442185965,6122.424897292963,2121.9839871897516,202.00704092538405,40.0,1500.0,0.34659208120756035,0.07824895964108107,2.1244449552726445,7.964767865872287,1,1,1700155905.174322,1709362867.789213,exfiltration,covert_high_entropy
192.168.187.105,55.144.30.63,58053,443,6,TCP,33356,9411931,3567.087396398808,9.351046468240424,2638.547911526339,282.1660570811848,266.44268010327494,40.0,1500.0,0.10693990275808873,0.0030492064788066554,0.4041155983170515,7.981541814195909,1,1,1703883368.9048805,1704463347.839229,exfiltration,https_upload
192.168.101.73,230.104.207.119,55949,22,6,TCP,369,34419,93.2093646246841,3.9588296893323083,369.2654717537364,93.27642276422765,138.028055630025,40.0,1500.0,0.2525999041319352,1.773869669780014,0.14812192059688012,5.304573675106612,0,0,1702057953.4156501,1708276232.5141304,benign,benign
192.168.16.161,212.8.213.199,55261,8443,6,TCP,1477,4540495,745.5724571825399,1.9810281157400418,6089.944654283738,3074.1333784698713,192.49482048898182,40.0,1500.0,0.5047883934885172,0.03914385818813244,2.951635674409647,7.964199121316135,1,1,1705439895.4398274,1708835953.5152879,exfiltration,covert_high_entropy
192.168.233.76,242.9.73.36,63344,587,6,TCP,213,145207,1.225419187601644,173.8180715261017,118495.77799103591,681.7230046948357,277.49297645873287,40.0,1500.0,0.005753141725829315,1.1141080003251904,0.38374890301480447,4.59223829567007,1,0,1705489780.6652946,1709445296.7265007,benign,benign
192.168.202.59,104.7.87.243,56402,25,6,TCP,274,149264,93.51460052954035,2.9300237444039134,1596.1571685573203,544.7591240875912,194.31250266295362,40.0,1500.0,0.34129416251657063,1.4882454506672869,0.8442580861736151,3.8599491004824333,1,0,1704761338.2109041,1704495373.8880079,benign,benign
192.168.53.239,39.177.60.15,60823,53,17,UDP,39,3021,9.249082664936834,4.216634385575182,326.6269866364776,77.46153846153847,20.68456812248376,60.0,512.0,0.23715596576761114,0.27305803288270514,2.7381713510498686,7.942556334345626,1,1,1703891780.058269,1708865680.0029526,exfiltration,dns_tunneling
192.168.188.127,44.247.168.106,62104,443,6,TCP,1362,903482,44933.16502511187,0.03031168623974779,20.107241488443325,663.3494860499266,44.113018794078016,40.0,200.0,32.99057637673412,35.03558361300982,1.7839753014446336,7.899557175492655,1,1,1704254852.5744784,1703976522.5833774,suspicious,slow_exfil
192.168.39.128,51.128.20.80,64751,5432,6,TCP,471,197316,10.921269181026661,43.12685569716205,18067.130910278614,418.9299363057325,268.86058584474597,40.0,1500.0,0.023187408027657456,1.311795219993529,0.8720032982025745,6.409340287311711,0,0,1706555200.7511141,1706583970.3238928,benign,benign
