src_ip,dst_ip,src_port,dst_port,protocol,protocol_name,packet_count,total_bytes,flow_duration,packet_rate,byte_rate,avg_pkt_size,std_pkt_size,min_pkt_size,max_pkt_size,avg_iat,std_iat,burstiness,entropy,is_outbound,suspicious_port,start_time,end_time,label,attack_type,heuristic_score,heuristic_label,triggered_rules,rf_label,rf_confidence,if_anomaly,if_anomaly_score,ml_label
192.168.36.238,217.163.106.33,64985,8443,6,TCP,945,3170762,512.9699346294004,1.8422132296753873,6181.1848725417885,3355.303703703704,196.13165559341627,40.0,1500.0,0.5428253276501592,0.08028919150237224,1.453591975414168,7.964192569026418,1,1,1704927998.2160246,1702242585.8358717,exfiltration,covert_high_entropy,95,Possible Exfiltration,"high_entropy, very_high_entropy, large_transfer, long_duration, suspicious_port",exfiltration,1.0,0,-0.418684,Possible Exfiltration
192.168.34.157,171.142.173.155,50365,5432,6,TCP,305,89164,74.82932889343309,4.075941940283342,1191.5648759456521,292.34098360655736,139.58326430010425,40.0,1500.0,0.24534206194568225,0.8186612289594137,0.2213960771004788,5.427391643553518,1,0,1704409626.3179803,1707429082.336729,benign,benign,0,Benign,none,benign,1.0,0,-0.397654,Benign
192.168.115.37,217.197.205.51,49390,5432,6,TCP,341,133203,3.489650389504286,97.71752523565547,38170.87247497072,390.62463343108504,200.31802140497214,40.0,1500.0,0.010233578854851278,0.07328925827889773,0.10760176778018066,3.8428982031440144,1,0,1700516579.170144,1706059253.1516607,benign,benign,0,Benign,none,benign,0.99,1,-0.483042,Suspicious
192.168.235.104,193.20.182.116,62449,443,6,TCP,7850,46472746,611.8177417070558,12.830618442180866,75958.48049508115,5920.095031847134,140.23862481848982,40.0,1500.0,0.07793856582255487,0.005837853489266823,0.8347671612878309,7.979800944206282,1,1,1709459329.3158286,1700153647.907174,exfiltration,https_upload,100,Possible Exfiltration,"high_entropy, very_high_entropy, large_transfer, huge_transfer, long_duration, suspicious_port",exfiltration,1.0,1,-0.501443,Possible Exfiltration
192.168.235.44,203.248.83.127,57848,5432,6,TCP,235,9026,69.22754641012617,3.394602469482086,130.38162506189494,38.40851063829787,291.55657127826396,40.0,1500.0,0.2945853038728773,0.762083990073073,0.65653503437699,5.821668379056538,0,0,1705847527.0280495,1701280586.4682562,benign,benign,0,Benign,none,benign,1.0,0,-0.433977,Benign
192.168.190.97,186.165.84.221,49777,8443,6,TCP,456,3629667,695.8632737281514,0.6553011449461015,5216.063466826932,7959.796052631579,357.146223391318,40.0,1500.0,1.5260159511582267,0.04086452950356761,2.5848883752778193,7.962042943218493,1,1,1703766459.9989138,1701016579.8772604,exfiltration,covert_high_entropy,100,Possible Exfiltration,"high_entropy, very_high_entropy, large_transfer, long_duration, high_burstiness, suspicious_port",exfiltration,0.98,1,-0.497032,Possible Exfiltration
192.168.36.45,149.201.44.76,64308,587,6,TCP,248,36055,39.590046867810905,6.26420071762125,910.708697071912,145.38306451612902,178.50773051311455,40.0,1500.0,0.15963728575730204,0.6943927392651393,0.9272816880739834,3.3619103870289306,0,0,1709585592.1324143,1704823054.86506,benign,benign,0,Benign,none,benign,1.0,0,-0.410536,Benign
192.168.76.139,99.138.245.228,52683,5432,6,TCP,182,166037,15.240961462342462,11.941503851294922,10894.12898328272,912.2912087912088,214.40311368252247,40.0,1500.0,0.08374154649638715,0.966393840554096,0.7389654010625835,5.785259978084396,1,0,1703863414.5722318,1703616000.0255713,benign,benign,0,Benign,none,benign,1.0,0,-0.394812,Benign
192.168.211.118,7.135.13.236,59007,22,6,TCP,284,1490,66.11354313116345,4.295640296218416,22.536986061145914,5.246478873239437,150.9957019304599,40.0,1500.0,0.2327941659548009,0.5211091260306399,0.6861185222407222,5.486864701099373,0,0,1708266114.8465793,1705612259.687998,benign,benign,0,Benign,none,benign,0.965,0,-0.406503,Benign
192.168.24.78,136.71.18.130,50017,5432,6,TCP,73,53628,105.48946287127863,0.6920122447592397,508.3730501636782,734.6301369863014,10.1504358080546,40.0,1500.0,1.445061135222995,0.873197002728832,1.1844734338091218,3.5373393271911486,0,0,1706522576.0646586,1708231291.8323662,benign,benign,0,Benign,none,benign,1.0,1,-0.460999,Suspicious
192.168.218.97,212.196.203.204,58547,53,17,UDP,49,4863,8.439349771322771,5.806134516014948,576.2292275791978,99.24489795918367,20.216493815669594,60.0,512.0,0.172231627986179,0.47995707105184426,2.505345187258885,7.96614942052472,1,1,1700509440.8900301,1709233027.5498543,exfiltration,dns_tunneling,65,Possible Exfiltration,"high_entropy, very_high_entropy, high_burstiness, suspicious_port",exfiltration,0.99,1,-0.455445,Possible Exfiltration
192.168.110.97,47.174.60.76,62139,22,6,TCP,170,95679,43.97343005465142,3.8659708780670323,2175.8366331916213,562.8176470588236,275.7409256660716,40.0,1500.0,0.2586672356155966,0.9623399461718571,0.5597056870065643,4.146234475443909,1,0,1705354347.8983,1708485611.547051,benign,benign,0,Benign,none,benign,1.0,0,-0.386777,Benign
192.168.172.9,67.157.122.73,54647,53,17,UDP,28,3709,20.4790119885112,1.3672534600647777,181.11225297786643,132.46428571428572,10.873204488763353,60.0,512.0,0.7313932853039714,0.01502022658790493,2.3486549264267262,7.9437006429778725,1,1,1702561162.6771462,1705719032.0366855,exfiltration,dns_tunneling,65,Possible Exfiltration,"high_entropy, very_high_entropy, high_burstiness, suspicious_port",exfiltration,1.0,1,-0.454204,Possible Exfiltration
192.168.141.213,27.184.36.190,56018,587,6,TCP,462,192064,2.992890371436895,154.36582789973443,64173.416384706914,415.72294372294374,290.2072545215227,40.0,1500.0,0.006478117687092846,1.1924890639155112,1.4062325102402957,5.218912890883798,1,0,1704673816.015553,1707847635.1367013,benign,benign,0,Benign,none,benign,1.0,1,-0.485234,Suspicious
192.168.170.168,163.59.153.8,59810,6667,6,TCP,4098,3544901,320.1465714583619,12.800386964421962,11072.743911802436,865.0319668130795,287.1435626797437,40.0,1500.0,0.07812263822800437,0.020486517963311305,1.5978535510000582,7.9636132537337945,1,1,1703203059.8529096,1708268891.5573895,exfiltration,covert_high_entropy,95,Possible Exfiltration,"high_entropy, very_high_entropy, large_transfer, long_duration, suspicious_port",exfiltration,1.0,0,-0.401494,Possible Exfiltration
192.168.202.59,104.7.87.243,56402,25,6,TCP,274,149264,93.51460052954035,2.9300237444039134,1596.1571685573203,544.7591240875912,194.31250266295362,40.0,1500.0,0.34129416251657063,1.4882454506672869,0.8442580861736151,3.8599491004824333,1,0,1704761338.2109041,1704495373.8880079,benign,benign,0,Benign,none,benign,1.0,0,-0.380142,Benign
192.168.219.62,54.87.119.223,61168,5432,6,TCP,90,53224,23.95304372800985,3.7573513004010075,2222.014062361591,591.3777777777777,264.72606280513247,40.0,1500.0,0.26614493031122055,0.7587263373795732,0.8238272815892008,6.194039604496759,0,0,1707311359.766528,1707829606.4990263,benign,benign,0,Benign,none,benign,1.0,0,-0.414671,Benign
192.168.41.80,114.143.162.172,62983,22,6,TCP,80,151630,32.490904411797885,2.462227551011197,4666.844544497847,1895.375,10.3095648565967,40.0,1500.0,0.40613630514747356,0.4253420005426452,1.3523160968062935,4.826714647692388,0,0,1706462907.6322856,1701719630.4231272,benign,benign,0,Benign,none,benign,1.0,0,-0.440107,Benign
192.168.52.12,124.101.46.6,61501,53,17,UDP,10,6016,19.541734040803792,0.5117253146071719,307.8539492676746,601.6,11.148347012811172,60.0,512.0,1.9541734040803793,0.13407212506092944,1.7730558733507475,7.967125894687111,1,1,1707206064.5696387,1702958460.0682256,exfiltration,dns_tunneling,60,Possible Exfiltration,"high_entropy, very_high_entropy, suspicious_port",exfiltration,1.0,1,-0.487558,Possible Exfiltration
192.168.174.1,251.7.253.9,57613,8080,6,TCP,276,101382,60.09693022814258,4.592580668467371,1686.9746859802863,367.32608695652175,37.60773521865056,40.0,1500.0,0.21774250082660357,1.455958754638468,1.467329709503225,5.284403572042393,0,0,1704612088.8583758,1704247803.8172956,benign,benign,0,Benign,none,benign,1.0,0,-0.434812,Benign
192.168.135.162,235.47.160.191,57168,443,6,TCP,25615,6708177,517.3312273224508,49.51373249315618,12966.88977141296,261.8847159867265,366.66967336486044,40.0,1500.0,0.02019641722906308,0.0016557454176231064,0.3503792182251888,7.982480247716007,1,1,1701615581.3026798,1701805808.3265107,exfiltration,https_upload,95,Possible Exfiltration,"high_entropy, very_high_entropy, large_transfer, long_duration, suspicious_port",exfiltration,1.0,1,-0.455312,Possible Exfiltration
192.168.61.219,173.85.58.189,54570,587,6,TCP,131,106041,38.7056280117179,3.3845207203546868,2739.6790970010024,809.4732824427481,279.8115391008536,40.0,1500.0,0.29546280924975493,0.0980900104040692,0.7450774473353926,4.679521901928728,1,0,1701504540.1155748,1700473777.0720415,benign,benign,0,Benign,none,benign,1.0,0,-0.392134,Benign
192.168.168.79,202.121.2.229,57000,443,6,TCP,1981,882496,62721.12573690484,0.031584254535061515,14.07015562351017,445.48006057546695,7.126415068401034,40.0,200.0,31.661345652147823,20.641552291847297,3.655627803315098,7.908633051070014,1,1,1700632034.85799,1702014571.336666,suspicious,slow_exfil,85,Possible Exfiltration,"high_entropy, very_high_entropy, very_long_duration, high_burstiness, suspicious_port",suspicious,1.0,1,-0.500798,Suspicious
192.168.127.237,4.45.59.71,51311,25,6,TCP,389,199605,116.61945286305547,3.335635611811668,1711.5926639991465,513.1233933161953,206.52101534772868,40.0,1500.0,0.2997929379512994,0.24454317675243373,0.8088619042688862,3.5036412589293775,1,0,1705811166.092209,1701997849.8383262,benign,benign,0,Benign,none,benign,1.0,0,-0.414321,Benign
192.168.88.227,98.60.142.83,63747,993,6,TCP,481,68789,64.9073878670247,7.4105585790237205,1059.802316200546,143.012474012474,163.56719603267098,40.0,1500.0,0.13494259431813865,1.4848935808865353,0.9270427118292726,3.9958930628913882,1,0,1706534392.090095,1702993878.3903487,benign,benign,0,Benign,none,benign,1.0,0,-0.394995,Benign
192.168.193.21,180.4.147.121,56830,5432,6,TCP,416,199766,94.9762640220366,4.380041732358295,2103.325520928575,480.2067307692308,128.13509248026196,40.0,1500.0,0.22830832697604952,1.1367665352314376,0.8730277846261978,4.613259868755886,0,0,1708366130.410327,1701086655.689041,benign,benign,0,Benign,none,benign,1.0,0,-0.416524,Benign
192.168.150.19,104.35.239.78,52794,5432,6,TCP,54,153007,117.88417830571285,0.4580767391868318,1297.9434746807328,2833.462962962963,38.123587724589,40.0,1500.0,2.1830403389946826,1.691748118646483,0.9634586507082327,6.335496964687935,1,0,1705423644.023022,1701653211.6302617,benign,benign,0,Benign,none,benign,1.0,0,-0.423289,Benign
192.168.96.119,36.94.120.182,62905,31337,6,TCP,139,1818114,809.3424264870554,0.17174436363521486,2246.408862922842,13079.956834532373,86.93600480162473,40.0,1500.0,5.8226073847989595,0.07489951821056105,0.8077526335058205,7.959167788140586,1,1,1709812021.5811152,1707968866.782951,exfiltration,covert_high_entropy,95,Possible Exfiltration,"high_entropy, very_high_entropy, large_transfer, long_duration, suspicious_port",exfiltration,0.805,1,-0.553819,Possible Exfiltration
192.168.13.190,162.201.210.54,52602,22,6,TCP,466,184149,95.33689908920117,4.88792906473695,1931.560620906104,395.1695278969957,137.01698484690803,40.0,1500.0,0.20458562036309264,1.278388284879065,0.10323228162143881,5.1794806074587285,1,0,1709933684.9841118,1702809032.4167502,benign,benign,0,Benign,none,benign,1.0,0,-0.399654,Benign
192.168.145.94,173.129.107.82,55846,443,6,TCP,9801,25096586,3095.759222686627,3.1659438912998827,8106.762895539451,2560.6148352208957,309.5536497641605,40.0,1500.0,0.31586156746113936,0.006008592922861884,1.0604978252968118,7.982445758806861,1,1,1708190881.651328,1708235808.3661327,exfiltration,https_upload,100,Possible Exfiltration,"high_entropy, very_high_entropy, large_transfer, huge_transfer, very_long_duration, suspicious_port",exfiltration,1.0,0,-0.448125,Possible Exfiltration
192.168.155.246,105.39.104.213,52717,3306,6,TCP,153,18863,51.35410660962518,2.9793138290390115,367.3123971056397,123.2875816993464,180.6088120386124,40.0,1500.0,0.3356477556184652,0.6347647817231585,0.15048376798830918,5.22120191096392,0,0,1704741326.7509017,1702255968.4510286,benign,benign,0,Benign,none,benign,1.0,0,-0.419522,Benign
192.168.58.213,65.157.155.47,58220,443,6,TCP,11,38115,71.48969582454043,0.15386832847908138,533.153758180017,3465.0,124.88828501718218,40.0,1500.0,6.499063256776403,1.3555639064359883,1.1160774886016074,6.058609742663305,1,0,1707584222.3718476,1709834171.9454377,benign,benign,0,Benign,none,benign,0.85,0,-0.436952,Benign
192.168.226.15,89.246.147.33,51462,80,6,TCP,320,12417,24.19218169733206,13.227413881208157,513.2649942592552,38.803125,291.98041190074343,40.0,1500.0,0.07560056780416269,1.8058824825729367,1.3906565090988807,5.841133299267428,1,0,1701691347.0738285,1702117740.703614,benign,benign,0,Benign,none,benign,0.995,0,-0.418404,Benign
192.168.8.202,91.132.109.104,64543,22,6,TCP,76,113474,61.754820395744844,1.2306731606207815,1837.492187214244,1493.078947368421,268.0003622858652,40.0,1500.0,0.8125634262598006,0.7906194728410724,1.0556142374929085,3.0436445727942463,0,0,1701493741.5636816,1709615498.6699061,benign,benign,0,Benign,none,benign,1.0,0,-0.440417,Benign
192.168.118.235,66.149.16.17,55073,8443,6,TCP,1695,1724216,255.78077035784634,6.6267686880004115,6740.991504512872,1017.2365781710914,49.87467350007124,40.0,1500.0,0.15090310935566156,0.09394082035461318,2.2443675230663156,7.965974280337303,1,1,1703479388.339722,1706091830.018529,exfiltration,covert_high_entropy,90,Possible Exfiltration,"high_entropy, very_high_entropy, large_transfer, high_burstiness, suspicious_port",exfiltration,1.0,0,-0.405046,Possible Exfiltration
192.168.180.173,80.187.71.72,49842,443,6,TCP,915,859923,79221.19839087964,0.011549938887384209,10.854708303667858,939.8065573770492,7.688178982968555,40.0,200.0,86.58054468948595,5.4065442778085755,3.7056014779665496,7.90255417726297,1,1,1701904501.3645146,1700890669.6476688,suspicious,slow_exfil,85,Possible Exfiltration,"high_entropy, very_high_entropy, very_long_duration, high_burstiness, suspicious_port",suspicious,1.0,1,-0.541199,Suspicious
192.168.143.13,90.39.237.17,51583,5432,6,TCP,332,195152,117.26335566242373,2.8312340042166064,1664.2198144303588,587.8072289156627,174.88521726408328,40.0,1500.0,0.3532028785012763,1.824985143794988,0.8521064371720759,3.827261523842406,0,0,1706259895.5669909,1702018766.1078198,benign,benign,0,Benign,none,benign,1.0,0,-0.445545,Benign
192.168.237.55,114.36.146.48,57216,80,6,TCP,69,133732,55.41264639016928,1.245203116887073,2413.3841047469864,1938.144927536232,38.074943298441724,40.0,1500.0,0.8030818317415838,1.8946922716634793,0.6669916860941442,4.827878128938302,0,0,1708089696.0250676,1709744172.6487033,benign,benign,0,Benign,none,benign,1.0,0,-0.426462,Benign
